校正代码,整体序号,操作内容,操作子内容
17100702,83,在 RH 前车架区域，松开将电气线束固定到车身的夹子。,在 RH 前车架区域，松开将电气线束固定到车身的夹子。
17100702,84,在隔板区域，松开将电气线束固定到车身的夹子。,在隔板区域，松开将电气线束固定到车身的夹子。
17100702,85,在隔板区域，断开电气线束与连接器的连接。,在隔板区域，断开电气线束与连接器的连接。
17100702,86,在 LH 车架纵梁区域，松开将电气线束固定到车身的夹子。,在 LH 车架纵梁区域，松开将电气线束固定到车身的夹子。
17100702,87,将轮拱内衬线束的 LH 侧穿过前备箱储物单元区域，进入前车身控制器模块区域。,将轮拱内衬线束的 LH 侧穿过前备箱储物单元区域
17100702,87,将轮拱内衬线束的 LH 侧穿过前备箱储物单元区域，进入前车身控制器模块区域。,进入前车身控制器模块区域
17100702,88,将轮拱内衬线束的 RH 侧穿过前备箱储物单元区域，进入前车身控制器模块区域。,将轮拱内衬线束的 RH 侧穿过前备箱储物单元区域
17100702,88,将轮拱内衬线束的 RH 侧穿过前备箱储物单元区域，进入前车身控制器模块区域。,进入前车身控制器模块区域
17100702,89,从车上拆下电气线束。,从车上拆下电气线束。
17100702,1,将电气线束装入车辆。,将电气线束装入车辆。
17100702,2,将前车身控制器模块区域电气线束的 RH 侧穿过前备箱储物单元区域到达 RH 轮拱内衬。,将前车身控制器模块区域电气线束的 RH 侧穿过前备箱储物单元区域到达 RH 轮拱内衬。
17100702,3,将前车身控制器模块区域电气线束的 LH 侧穿过前备箱储物单元区域到达 LH 轮拱内衬。,将前车身控制器模块区域电气线束的 LH 侧穿过前备箱储物单元区域到达 LH 轮拱内衬。
17100702,4,在 LH 车架纵梁区域，紧固将电气线束固定到车身的夹子。,在 LH 车架纵梁区域，紧固将电气线束固定到车身的夹子。
17100702,5,在隔板区域，将电气线束连接到连接器。,在隔板区域，将电气线束连接到连接器。
17100702,6,在隔板区域，紧固将电气线束固定到车身的夹子。,在隔板区域，紧固将电气线束固定到车身的夹子。
17100702,7,在 RH 前车架区域，紧固将电气线束固定到车身的夹子。,在 RH 前车架区域，紧固将电气线束固定到车身的夹子。
17100702,8,将挡风玻璃清洗器储液罐安装到车上，然后安装将挡风玻璃清洗器储液罐固定到车身的上部螺栓。,将挡风玻璃清洗器储液罐安装到车上
17100702,8,将挡风玻璃清洗器储液罐安装到车上，然后安装将挡风玻璃清洗器储液罐固定到车身的上部螺栓。,然后安装将挡风玻璃清洗器储液罐固定到车身的上部螺栓
17100702,9,升起车辆。,升起车辆。
17100702,10,将电气线束连接到 LH 前侧转向灯连接器。,将电气线束连接到 LH 前侧转向灯连接器。
17100702,11,在 LH 前车轮区域，紧固将电气线束固定到车身的夹子。,在 LH 前车轮区域，紧固将电气线束固定到车身的夹子。
17100702,12,在 LH 前轮拱内衬区域前部，将电气线束连接到连接器。,在 LH 前轮拱内衬区域前部，将电气线束连接到连接器。
17100702,13,在 LH 前轮拱内衬区域前部，紧固将电气线束固定到车身的夹子。,在 LH 前轮拱内衬区域前部，紧固将电气线束固定到车身的夹子。
17100702,14,将电气线束连接到前端模块连接器。,将电气线束连接到前端模块连接器。
17100702,15,在 LH 前饰板区域，将电气线束连接到连接器。,在 LH 前饰板区域，将电气线束连接到连接器。
17100702,16,将电气线束连接到 RH 前部转向灯连接器。,将电气线束连接到 RH 前部转向灯连接器。
17100702,17,在 RH 前轮拱内衬区域后部，紧固将电气线束固定到车身的夹子。,在 RH 前轮拱内衬区域后部，紧固将电气线束固定到车身的夹子。
17100702,18,在 RH 前轮拱内衬区域前部，将电气线束连接到连接器。,在 RH 前轮拱内衬区域前部，将电气线束连接到连接器。
17100702,19,在 RH 前轮拱内衬区域前部，紧固将电气线束固定到车身的夹子。,在 RH 前轮拱内衬区域前部，紧固将电气线束固定到车身的夹子。
17100702,20,在 RH 前饰板区域，将电气线束连接到连接器。,在 RH 前饰板区域，将电气线束连接到连接器。
17100702,21,安装将挡风玻璃清洗器储液罐固定到车身的下部螺栓。,安装将挡风玻璃清洗器储液罐固定到车身的下部螺栓。
17100702,22,安装 LH 前和 RH 前轮拱内衬。请参阅轮拱内衬 - 前 - LH（拆卸和更换）。,安装 LH 前和 RH 前轮拱内衬。请参阅轮拱内衬 - 前 - LH（拆卸和更换）。
17100702,23,安装 LH 前和 RH 前车轮。请参阅轮毂（拆卸和安装）。,安装 LH 前和 RH 前车轮。请参阅轮毂（拆卸和安装）。
17100702,24,在助手的帮助下，将车辆移下举升机。,在助手的帮助下，将车辆移下举升机。
17100702,25,在两个后轮下放置止轮块。,在两个后轮下放置止轮块。
17100702,26,打开 LH 和 RH 前车门。,打开 LH 和 RH 前车门。
17100702,27,将电气线束连接到 RH 大灯连接器。,将电气线束连接到 RH 大灯连接器。
17100702,28,在 RH 大灯区域，紧固将电气线束固定到车身的夹子。,在 RH 大灯区域，紧固将电气线束固定到车身的夹子。
17100702,29,在 RH 前车架纵梁区域，安装新螺栓，将电气线束接地端子固定到车身。,安装新螺栓
17100702,29,在 RH 前车架纵梁区域，安装新螺栓，将电气线束接地端子固定到车身。,将电气线束接地端子固定到车身
17100702,30,在 RH 前车架纵梁区域，紧固将电气线束固定到车身的夹子。,在 RH 前车架纵梁区域，紧固将电气线束固定到车身的夹子。
17100702,31,在 TXV 区域，安装用于将电气线束接地端子固定到车身的螺栓。,在 TXV 区域，安装用于将电气线束接地端子固定到车身的螺栓。
17100702,32,将电气线束连接到 TXV 连接器。,将电气线束连接到 TXV 连接器。
17100702,33,在暖通空调气室管道区域，紧固将电气线束固定到车身的夹子。,在暖通空调气室管道区域，紧固将电气线束固定到车身的夹子。
17100702,34,将电气线束连接到 LH 大灯连接器。,将电气线束连接到 LH 大灯连接器。
17100702,35,将电气线束连接到转向齿条连接器和 LH 前车架纵梁区域的连接器。,将电气线束连接到转向齿条连接器和 LH 前车架纵梁区域的连接器。
17100702,36,在 LH 前车架纵梁区域，安装新螺栓，将电气线束接地端子固定到车身。,安装新螺栓
17100702,36,在 LH 前车架纵梁区域，安装新螺栓，将电气线束接地端子固定到车身。,将电气线束接地端子固定到车身
17100702,37,在 LH 前车架纵梁区域，紧固将电气线束固定到车身的夹子。,在 LH 前车架纵梁区域，紧固将电气线束固定到车身的夹子。
17100702,38,将电气线束连接至防抱死制动系统单元连接器。,将电气线束连接至防抱死制动系统单元连接器。
17100702,39,将电气线束连接到制动助力器连接器。,将电气线束连接到制动助力器连接器。
17100702,40,在制动助力器区域，将电气线束连接到连接器。,在制动助力器区域，将电气线束连接到连接器。
17100702,41,在制动助力器区域，紧固将电气线束固定到车身的夹子。,在制动助力器区域，紧固将电气线束固定到车身的夹子。
17100702,42,穿过隔板将电气线束的 LH 侧移入。,穿过隔板将电气线束的 LH 侧移入。
17100702,43,将电气线束连接到 LH 车身控制器模块连接器。,将电气线束连接到 LH 车身控制器模块连接器。
17100702,44,连接直列式电气线束连接器 X909，然后将其固定到 LH 车身控制器模块。,连接直列式电气线束连接器 X909
17100702,44,连接直列式电气线束连接器 X909，然后将其固定到 LH 车身控制器模块。,然后将其固定到 LH 车身控制器模块
17100702,45,将电气线束的电缆安装到 LH 车身控制器模块，然后安装新螺母，将电缆固定到该模块。,将电气线束的电缆安装到 LH 车身控制器模块
17100702,45,将电气线束的电缆安装到 LH 车身控制器模块，然后安装新螺母，将电缆固定到该模块。,然后安装新螺母
17100702,45,将电气线束的电缆安装到 LH 车身控制器模块，然后安装新螺母，将电缆固定到该模块。,将电缆固定到该模块
17100702,46,穿过隔板将电气线束的 RH 侧移入。,穿过隔板将电气线束的 RH 侧移入。
17100702,47,将电气线束连接到车载电脑连接器。,将电气线束连接到车载电脑连接器。
17100702,48,紧固将电气线束固定到车载电脑的夹子。,紧固将电气线束固定到车载电脑的夹子。
17100702,49,连接直列式电气线束连接器，然后将其固定到 RH 车身控制器模块。,连接直列式电气线束连接器
17100702,49,连接直列式电气线束连接器，然后将其固定到 RH 车身控制器模块。,然后将其固定到 RH 车身控制器模块
17100702,50,将 RH 车身控制器模块提升到位，安装新螺母，将该模块固定到 A 柱上。,将 RH 车身控制器模块提升到位
17100702,50,将 RH 车身控制器模块提升到位，安装新螺母，将该模块固定到 A 柱上。,安装新螺母
17100702,50,将 RH 车身控制器模块提升到位，安装新螺母，将该模块固定到 A 柱上。,将该模块固定到 A 柱上
17100702,51,将电气线束的电缆安装到 RH 车身控制器模块，然后安装新螺母，将电缆固定到该模块。,将电气线束的电缆安装到 RH 车身控制器模块
17100702,51,将电气线束的电缆安装到 RH 车身控制器模块，然后安装新螺母，将电缆固定到该模块。,然后安装新螺母
17100702,51,将电气线束的电缆安装到 RH 车身控制器模块，然后安装新螺母，将电缆固定到该模块。,将电缆固定到该模块
17100702,52,将电气线束连接到 RH 车身控制器模块连接器。,将电气线束连接到 RH 车身控制器模块连接器。
17100702,53,将暖通空调气室内管装到车身上，然后安装将内管固定到车身的紧固件。,将暖通空调气室内管装到车身上
17100702,53,将暖通空调气室内管装到车身上，然后安装将内管固定到车身的紧固件。,然后安装将内管固定到车身的紧固件
17100702,54,将暖通空调气室外管装到暖通空调气室内管上，然后紧固将外管固定到内管的夹子。,将暖通空调气室外管装到暖通空调气室内管上
17100702,54,将暖通空调气室外管装到暖通空调气室内管上，然后紧固将外管固定到内管的夹子。,然后紧固将外管固定到内管的夹子
17100702,55,安装 12V 电池支架。请参阅支架 - 12V 电池（后轮驱动）（拆卸和更换）。,安装 12V 电池支架。请参阅支架 - 12V 电池（后轮驱动）（拆卸和更换）。
17100702,56,将前车身控制器模块装到车身上，然后安装将接地带固定到该模块后下部的螺栓。,将前车身控制器模块装到车身上
17100702,56,将前车身控制器模块装到车身上，然后安装将接地带固定到该模块后下部的螺栓。,然后安装将接地带固定到该模块后下部的螺栓
17100702,57,将接地带安装到前车身控制器模块的右下侧，然后安装将接地带固定到该模块的螺栓。,将接地带安装到前车身控制器模块的右下侧
17100702,57,将接地带安装到前车身控制器模块的右下侧，然后安装将接地带固定到该模块的螺栓。,然后安装将接地带固定到该模块的螺栓
17100702,58,将接地带安装到前车身控制器模块的后上部，然后安装将接地带固定到该模块的螺栓。,将接地带安装到前车身控制器模块的后上部
17100702,58,将接地带安装到前车身控制器模块的后上部，然后安装将接地带固定到该模块的螺栓。,然后安装将接地带固定到该模块的螺栓
17100702,59,将下部母排装到螺柱上，然后紧固将前车身控制器模块固定到车身的夹子。,将下部母排装到螺柱上
17100702,59,将下部母排装到螺柱上，然后紧固将前车身控制器模块固定到车身的夹子。,然后紧固将前车身控制器模块固定到车身的夹子
17100702,60,安装将前车身控制器模块固定到车身的螺栓。,安装将前车身控制器模块固定到车身的螺栓。
17100702,61,安装将电源和接地电缆固定到前车身控制器模块的新螺母 和新螺栓。,安装将电源和接地电缆固定到前车身控制器模块的新螺母 和新螺栓。
17100702,62,将前部主线束连接到前车身控制器模块连接器。,将前部主线束连接到前车身控制器模块连接器。
17100702,63,目视检查电源和接地电缆在前车身控制器模块的相应通道中整齐地露出来，并且彼此平行。,目视检查电源和接地电缆在前车身控制器模块的相应通道中整齐地露出来，并且彼此平行。
17100702,64,将前车身控制器模块盖板装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,将前车身控制器模块盖板装到前车身控制器模块上
17100702,64,将前车身控制器模块盖板装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,然后安装将盖板固定到该模块的螺栓
17100702,65,紧固将吸入/液体管路固定到热膨胀阀附近车身的夹子。,紧固将吸入/液体管路固定到热膨胀阀附近车身的夹子。
17100702,66,将温度系统线束连接到前车身控制器模块连接器。,将温度系统线束连接到前车身控制器模块连接器。
17100702,67,将温度系统线束盖板安装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,将温度系统线束盖板安装到前车身控制器模块上
17100702,67,将温度系统线束盖板安装到前车身控制器模块上，然后安装将盖板固定到该模块的螺栓。,然后安装将盖板固定到该模块的螺栓
17100702,68,将电气线束连接到挡风玻璃清洗器储液罐连接器。,将电气线束连接到挡风玻璃清洗器储液罐连接器。
17100702,69,拧紧将电气线束固定到挡风玻璃清洗器储液罐的夹子。,拧紧将电气线束固定到挡风玻璃清洗器储液罐的夹子。
17100702,70,安装雨刮器电机总成。请参阅雨刮器模块（拆卸和更换）。,安装雨刮器电机总成。请参阅雨刮器模块（拆卸和更换）。
17100702,71,安装用于固定 12V 电池后侧钩拉紧器的螺母。,安装用于固定 12V 电池后侧钩拉紧器的螺母。
17100702,72,安装 12V 辅助电池。请参阅12V/低压电池（拆卸和更换）。,安装 12V 辅助电池。请参阅12V/低压电池（拆卸和更换）。
17100702,73,安装前备箱储物单元。请参阅前备箱储物单元（拆卸和更换）。,安装前备箱储物单元。请参阅前备箱储物单元（拆卸和更换）。
17100702,74,安装 RH 气波槽。请参阅风管 - 气波 - RH（拆卸和更换）。,安装 RH 气波槽。请参阅风管 - 气波 - RH（拆卸和更换）。
17100702,75,安装 RH 脚部空间进气槽。请参阅风管 - 脚部空间 - RH（拆卸和更换）。,安装 RH 脚部空间进气槽。请参阅风管 - 脚部空间 - RH（拆卸和更换）。
17100702,76,安装手套箱。请参阅手套箱 - 有膝部气囊（拆卸和更换）。,安装手套箱。请参阅手套箱 - 有膝部气囊（拆卸和更换）。
17100702,77,安装主仪表板饰板。请参阅装饰饰件 - 仪表板 - 主（拆卸和更换）。,安装主仪表板饰板。请参阅装饰饰件 - 仪表板 - 主（拆卸和更换）。
17100702,78,安装副驾位膝部气囊。请参阅 气囊 - 膝部 - 副驾位（拆卸和更换）,安装副驾位膝部气囊。请参阅 气囊 - 膝部 - 副驾位（拆卸和更换）
17100702,79,安装 RH A 柱下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。,安装 RH A 柱下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。
17100702,80,紧固用于固定脚踏板的夹子。,紧固用于固定脚踏板的夹子。
17100702,81,安装驾驶位膝部气囊。请参阅气囊 - 膝部 - 驾驶位（拆卸和安装）。,安装驾驶位膝部气囊。请参阅气囊 - 膝部 - 驾驶位（拆卸和安装）。
17100702,82,安装 LH A 柱下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。,安装 LH A 柱下部饰板。请参阅饰板 - A 柱 - 下部 - LH（拆卸和更换）。
17100702,83,连接 12V 电源。请参阅12V/低压电源（断开和连接）。,连接 12V 电源。请参阅12V/低压电源（断开和连接）。
17100702,84,移走止轮块。,移走止轮块。
17100702,85,关闭前备箱盖。,关闭前备箱盖。
17100702,86,关闭 LH 和 RH 前车门。,关闭 LH 和 RH 前车门。
17101802,1,打开全部四个车门,打开全部四个车门
17101802,2,降下全部四个车窗,降下全部四个车窗
17101802,3,将 LH 前座椅移至最后侧和最低的位置,将 LH 前座椅移至最后侧和最低的位置
17101802,4,从 LH 前座椅上拆下内侧护板,从 LH 前座椅上拆下内侧护板
17101802,5,断开 LH 前座椅锁扣连接器,断开 LH 前座椅锁扣连接器
17101802,6,松开将座椅安全带锁扣连接器固定到座垫框架的夹子,松开将座椅安全带锁扣连接器固定到座垫框架的夹子
17101802,7,拆下将座椅安全带锁扣连接器线束固定到座垫框架的夹子,拆下将座椅安全带锁扣连接器线束固定到座垫框架的夹子
17101802,8,前移 LH 前座椅,前移 LH 前座椅
17101802,9,前移 RH 前座椅,前移 RH 前座椅
17101802,10,拆下第二排座垫并断开线束,拆下第二排座垫
17101802,10,拆下第二排座垫并断开线束,并断开线束
17101802,11,打开前备箱盖,打开前备箱盖
17101802,12,拆下后挡板,拆下后挡板
17101802,13,拆下 LH 仪表板端盖,拆下 LH 仪表板端盖
17101802,14,拆下 A 柱 LH 中部总成,拆下 A 柱 LH 中部总成
17101802,15,拆下 LH A 柱下部饰板的夹子,拆下 LH A 柱下部饰板的夹子
17101802,16,拆下 A 柱 LH 下部饰板,拆下 A 柱 LH 下部饰板
17101802,17,从 LH 前座椅上松开座椅安全带卷收器,从 LH 前座椅上松开座椅安全带卷收器
17101802,18,完全倾斜 RH 座椅，以便拆下头枕,完全倾斜 RH 座椅，以便拆下头枕
17101802,19,安装外侧头枕释放工具,安装外侧头枕释放工具
17101802,20,安装内侧头枕释放工具,安装内侧头枕释放工具
17101802,21,从座椅上拆下头枕,从座椅上拆下头枕
17101802,22,拆下内侧头枕释放工具,拆下内侧头枕释放工具
17101802,23,拆下外侧头枕释放工具,拆下外侧头枕释放工具
17101802,24,从 LH 前座椅上拆下座椅靠背,从 LH 前座椅上拆下座椅靠背
17101802,25,向后和向上移动 LH 前座椅,向后和向上移动 LH 前座椅
17101802,26,将座椅向后倾斜至向前位置,将座椅向后倾斜至向前位置
17101802,27,从中央显示屏关闭车辆电源,从中央显示屏关闭车辆电源
17101802,28,断开 12V 负极端子,断开 12V 负极端子
17101802,29,从配电盒上拆下 12V 盖,从配电盒上拆下 12V 盖
17101802,30,断开高压控制器逻辑连接器，然后安装逻辑盖,断开高压控制器逻辑连接器
17101802,30,断开高压控制器逻辑连接器，然后安装逻辑盖,然后安装逻辑盖
17101802,31,拆下盖住座椅靠背框架外侧角的底部板,拆下盖住座椅靠背框架外侧角的底部板
17101802,32,拆下盖住座椅靠背框架外侧角的顶部板,拆下盖住座椅靠背框架外侧角的顶部板
17101802,33,拆下将座椅内饰固定到座椅靠背框架的外侧夹子。,拆下将座椅内饰固定到座椅靠背框架的外侧夹子。
17101802,34,将座椅内饰拉离气囊，以便操作气囊电气连接器,将座椅内饰拉离气囊，以便操作气囊电气连接器
17101802,35,断开驾驶位座椅气囊,断开驾驶位座椅气囊
17101802,36,拆下将气囊引线固定到座椅靠背框架的线束夹,拆下将气囊引线固定到座椅靠背框架的线束夹
17101802,37,断开靠背倾角调节电机,断开靠背倾角调节电机
17101802,38,断开腰部阀组和电子控制单元,断开腰部阀组和电子控制单元
17101802,39,断开腰部支撑泵,断开腰部支撑泵
17101802,40,从座椅靠背框架上拆下座椅线束,从座椅靠背框架上拆下座椅线束
17101802,41,拆下将外侧盖固定到座椅的螺钉,拆下将外侧盖固定到座椅的螺钉
17101802,42,从座椅上松开外侧盖板夹，但不要拆下,从座椅上松开外侧盖板夹，但不要拆下
17101802,43,断开座椅开关连接器,断开座椅开关连接器
17101802,44,向后滑动外盖，从框架上松开夹子，并提起到预紧装置上方以将其拆下,从框架上松开夹子
17101802,44,向后滑动外盖，从框架上松开夹子，并提起到预紧装置上方以将其拆下,并提起到预紧装置上方以将其拆下
17101802,45,拆下将座椅开关线束固定到座垫框架的夹子,拆下将座椅开关线束固定到座垫框架的夹子
17101802,46,松开座椅安全带预紧装置线束夹,松开座椅安全带预紧装置线束夹
17101802,47,断开座椅安全带预紧装置,断开座椅安全带预紧装置
17101802,48,断开倾斜电机连接器,断开倾斜电机连接器
17101802,49,拆下倾斜电机下方的线束固定夹,拆下倾斜电机下方的线束固定夹
17101802,50,将座椅线束的座椅安全带预紧装置支腿从座椅上移开,将座椅线束的座椅安全带预紧装置支腿从座椅上移开
17101802,51,断开升降电机连接器,断开升降电机连接器
17101802,52,断开座椅靠背加热器连接器,断开座椅靠背加热器连接器
17101802,53,断开加热垫连接器,断开加热垫连接器
17101802,54,拆下将线束固定到座椅下侧座椅加热器连接器旁边的夹子,拆下将线束固定到座椅下侧座椅加热器连接器旁边的夹子
17101802,55,断开座椅占用传感器并将传感器线束引线放在一边,断开座椅占用传感器并将传感器线束引线放在一边
17101802,56,拆下将座椅占用传感器连接器固定到座椅底部的固定夹并弃用,拆下将座椅占用传感器连接器固定到座椅底部的固定夹并弃用
17101802,57,拆下主座椅线束接头下方的固定夹,拆下主座椅线束接头下方的固定夹
17101802,58,拆下将线束固定到升降电机下方座垫框架的夹子,拆下将线束固定到升降电机下方座垫框架的夹子
17101802,59,断开 LH 前座椅滑轨电机连接器,断开 LH 前座椅滑轨电机连接器
17101802,60,拆下将滑轨电机线束固定到滑轨电机外壳的夹子,拆下将滑轨电机线束固定到滑轨电机外壳的夹子
17101802,61,断开座椅滑轨位置传感器连接器,断开座椅滑轨位置传感器连接器
17101802,62,拆下将座椅安全带锁扣连接器线束固定到座垫框架的夹子,拆下将座椅安全带锁扣连接器线束固定到座垫框架的夹子
17101802,63,从左侧车身控制器上断开 LH 前座椅线束,从左侧车身控制器上断开 LH 前座椅线束
17101802,64,从门槛饰板夹上松开 LH 前座椅线束,从门槛饰板夹上松开 LH 前座椅线束
17101802,65,将线束的座椅安全带锁扣支腿从座椅上移开，以便拆下座椅线束,将线束的座椅安全带锁扣支腿从座椅上移开
17101802,65,将线束的座椅安全带锁扣支腿从座椅上移开，以便拆下座椅线束,以便拆下座椅线束
17101802,1,放置新的座椅线束以便安装,放置新的座椅线束以便安装
17101802,2,将 LH 座椅线束安装到门槛饰板夹上,将 LH 座椅线束安装到门槛饰板夹上
17101802,3,将 LH 前座椅线束连接到左车身控制器,将 LH 前座椅线束连接到左车身控制器
17101802,4,连接 LH 前座椅安全带预紧装置,连接 LH 前座椅安全带预紧装置
17101802,5,安装座椅安全带预紧装置线束夹,安装座椅安全带预紧装置线束夹
17101802,6,安装将座椅开关线束固定到座垫框架的夹子,安装将座椅开关线束固定到座垫框架的夹子
17101802,7,连接座椅开关连接器,连接座椅开关连接器
17101802,8,向前滑动外侧盖板，将夹子卡入框架，并提起到预紧装置上方以进行安装,向前滑动外侧盖板
17101802,8,向前滑动外侧盖板，将夹子卡入框架，并提起到预紧装置上方以进行安装,将夹子卡入框架
17101802,8,向前滑动外侧盖板，将夹子卡入框架，并提起到预紧装置上方以进行安装,并提起到预紧装置上方以进行安装
17101802,9,将固定夹安装在主座椅线束接头下方,将固定夹安装在主座椅线束接头下方
17101802,10,安装将外侧盖板固定到座椅的螺钉,安装将外侧盖板固定到座椅的螺钉
17101802,11,安装将线束固定到升降电机下方座垫框架的夹子,安装将线束固定到升降电机下方座垫框架的夹子
17101802,12,连接座椅占用传感器并将夹子安装到座椅底部,连接座椅占用传感器
17101802,12,连接座椅占用传感器并将夹子安装到座椅底部,并将夹子安装到座椅底部
17101802,13,安装将线束固定到座椅下侧座椅加热器连接器旁边的夹子,安装将线束固定到座椅下侧座椅加热器连接器旁边的夹子
17101802,14,连接加热垫连接器,连接加热垫连接器
17101802,15,连接座椅靠背加热器连接器,连接座椅靠背加热器连接器
17101802,16,将线束固定夹安装在倾斜电机下方,将线束固定夹安装在倾斜电机下方
17101802,17,连接倾斜电机连接器,连接倾斜电机连接器
17101802,18,连接座椅滑轨位置传感器连接器,连接座椅滑轨位置传感器连接器
17101802,19,连接 LH 前座椅滑轨电机连接器,连接 LH 前座椅滑轨电机连接器
17101802,20,安装将滑轨电机线束固定到滑轨电机外壳的夹子,安装将滑轨电机线束固定到滑轨电机外壳的夹子
17101802,21,连接升降电机连接器,连接升降电机连接器
17101802,22,将座椅线束安装到座椅靠背框架上,将座椅线束安装到座椅靠背框架上
17101802,23,连接腰部支撑泵,连接腰部支撑泵
17101802,24,连接腰部阀组和电子控制单元,连接腰部阀组和电子控制单元
17101802,25,连接靠背倾角调节电机,连接靠背倾角调节电机
17101802,26,安装将气囊引线固定到座椅靠背框架的线束夹,安装将气囊引线固定到座椅靠背框架的线束夹
17101802,27,将座椅内饰拉离气囊，以便操作气囊电气连接器,将座椅内饰拉离气囊，以便操作气囊电气连接器
17101802,28,连接 LH 前座椅侧气囊,连接 LH 前座椅侧气囊
17101802,29,安装将座椅内饰固定到座椅靠背框架的外侧夹子,安装将座椅内饰固定到座椅靠背框架的外侧夹子
17101802,30,安装盖住座椅靠背框架外侧角的顶部板,安装盖住座椅靠背框架外侧角的顶部板
17101802,31,安装盖住座椅靠背框架外侧角的底部板,安装盖住座椅靠背框架外侧角的底部板
17101802,32,将座椅靠背外壳底座总成安装到座椅靠背框架上,将座椅靠背外壳底座总成安装到座椅靠背框架上
17101802,33,将座椅靠背外壳的束带夹钩到座椅悬架上,将座椅靠背外壳的束带夹钩到座椅悬架上
17101802,34,将头枕安装到乘客座椅上,将头枕安装到乘客座椅上
17101802,35,拆下逻辑盖，然后连接高压控制器逻辑连接器,拆下逻辑盖
17101802,35,拆下逻辑盖，然后连接高压控制器逻辑连接器,然后连接高压控制器逻辑连接器
17101802,36,将 12V 盖安装到配电盒上,将 12V 盖安装到配电盒上
17101802,37,连接 12V 负极端子,连接 12V 负极端子
17101802,38,安装后挡板,安装后挡板
17101802,39,关闭前备箱盖,关闭前备箱盖
17101802,40,将 LH 前座椅移至最后侧和最低的位置,将 LH 前座椅移至最后侧和最低的位置
17101802,41,安装将座椅安全带锁扣连接器线束固定到座垫框架的夹子,安装将座椅安全带锁扣连接器线束固定到座垫框架的夹子
17101802,42,安装将座椅安全带锁扣线束连接器固定到座垫框架的夹子,安装将座椅安全带锁扣线束连接器固定到座垫框架的夹子
17101802,43,连接座椅安全带锁扣,连接座椅安全带锁扣
17101802,44,将 LH 内侧护板安装到驾驶位座椅上,将 LH 内侧护板安装到驾驶位座椅上
17101802,45,前移 LH 前座椅,前移 LH 前座椅
17101802,46,将 LH 前座椅卷收器安装到座椅上,将 LH 前座椅卷收器安装到座椅上
17101802,47,安装 A 柱 LH 下部饰板,安装 A 柱 LH 下部饰板
17101802,48,安装 LH A 柱下部饰板的夹子,安装 LH A 柱下部饰板的夹子
17101802,49,安装 A 柱 LH 中部总成,安装 A 柱 LH 中部总成
17101802,50,安装 LH 仪表板端盖,安装 LH 仪表板端盖
17101802,51,连接第二排座垫线束，然后安装第二排座垫,连接第二排座垫线束
17101802,51,连接第二排座垫线束，然后安装第二排座垫,然后安装第二排座垫
17101802,52,将 LH 前座椅移回原位,将 LH 前座椅移回原位
17101802,53,将 RH 前座椅移回原位,将 RH 前座椅移回原位
17101802,54,升起全部车窗,升起全部车窗
17101802,55,关闭全部四个车门,关闭全部四个车门
17100052,1,拆下驾驶位气囊。请参阅气囊 - 驾驶位（拆卸和更换）。,拆下驾驶位气囊。请参阅气囊 - 驾驶位（拆卸和更换）。
17100052,2,断开方向盘电气线束与连接器之间的连接。,断开方向盘电气线束与连接器之间的连接。
17100052,3,断开电气线束与方向盘 LH 开关连接器的连接。,断开电气线束与方向盘 LH 开关连接器的连接。
17100052,4,断开电气线束与方向盘 RH 开关连接器的连接。,断开电气线束与方向盘 RH 开关连接器的连接。
17100052,5,松开用于连接喇叭总成的夹子，然后将喇叭总成移至侧面。,松开用于连接喇叭总成的夹子
17100052,5,松开用于连接喇叭总成的夹子，然后将喇叭总成移至侧面。,然后将喇叭总成移至侧面
17100052,6,断开电气线束与下部连接器的连接，然后从方向盘上拆下电气线束。,断开电气线束与下部连接器的连接
17100052,6,断开电气线束与下部连接器的连接，然后从方向盘上拆下电气线束。,然后从方向盘上拆下电气线束
17100052,7,断开方向盘喇叭总成线束电气连接器。,断开方向盘喇叭总成线束电气连接器。
17100052,8,松开将方向盘线束固定到喇叭总成的夹子。,松开将方向盘线束固定到喇叭总成的夹子。
17100052,1,紧固将方向盘线束固定到喇叭总成的夹子。,紧固将方向盘线束固定到喇叭总成的夹子。
17100052,2,连接方向盘喇叭总成线束电气连接器。,连接方向盘喇叭总成线束电气连接器。
17100052,3,将电气线束安装到方向盘中，然后将电气线束连接到下部连接器。,将电气线束安装到方向盘中
17100052,3,将电气线束安装到方向盘中，然后将电气线束连接到下部连接器。,然后将电气线束连接到下部连接器
17100052,4,将喇叭总成移至中央，然后拧紧固定喇叭总成的夹子。,将喇叭总成移至中央
17100052,4,将喇叭总成移至中央，然后拧紧固定喇叭总成的夹子。,然后拧紧固定喇叭总成的夹子
17100052,5,将电气线束连接到方向盘 RH 开关连接器。,将电气线束连接到方向盘 RH 开关连接器。
17100052,6,将电气线束连接到方向盘 LH 开关连接器。,将电气线束连接到方向盘 LH 开关连接器。
